PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,REB,AST,TOV,STL,BLK,+/-
Aaron Gordon,DEN,26,75,46,29,31.7,15.0,5.9,2.5,1.8,0.6,0.6,4.3
Aaron Henry,PHI,22,6,6,0,2.8,0.3,0.2,0.0,0.3,0.0,0.3,-3.3
Aaron Holiday,PHX,25,63,34,29,16.2,6.3,1.9,2.4,1.1,0.7,0.1,-0.6
Aaron Nesmith,BOS,22,52,32,20,11.0,3.8,1.7,0.4,0.6,0.4,0.1,0.4
Aaron Wiggins,OKC,23,50,13,37,24.2,8.3,3.6,1.4,1.1,0.6,0.2,-4.7
Abdel Nader,PHX,28,14,11,3,10.4,2.4,1.9,0.5,0.8,0.6,0.3,-0.1
Ade Murkey,SAC,24,1,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Admiral Schofield,ORL,25,38,10,28,12.3,3.8,2.3,0.7,0.6,0.1,0.1,-3.4
Ahmad Caver,IND,25,1,0,1,0.8,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Al Horford,BOS,35,69,46,23,29.1,10.2,7.7,3.4,0.9,0.7,1.3,5.6
Alec Burks,NYK,30,81,37,44,28.6,11.7,4.9,3.0,1.1,1.0,0.3,1.5
Aleem Ford,ORL,24,5,2,3,14.7,2.8,3.0,0.4,0.8,0.2,0.0,-7.0
Aleksej Pokusevski,OKC,20,61,19,42,20.2,7.6,5.2,2.1,1.5,0.6,0.6,-0.7
Alex Caruso,CHI,28,41,24,17,28.0,7.4,3.6,4.0,1.4,1.7,0.4,2.7
Alex Len,SAC,28,39,17,22,15.9,6.0,4.1,1.2,1.1,0.3,0.6,-1.9
Alfonzo McKinnie,CHI,29,17,8,9,12.1,3.5,1.9,0.3,0.4,0.1,0.2,-3.2
Alize Johnson,NOP,26,23,14,9,7.3,1.8,2.7,0.4,0.5,0.2,0.0,-2.0
Alperen Sengun,HOU,19,72,18,54,20.7,9.6,5.5,2.6,2.0,0.8,0.9,-4.3
Amir Coffey,LAC,24,69,33,36,22.7,9.0,2.9,1.8,0.7,0.6,0.2,-0.7
Andre Drummond,BKN,28,73,42,31,19.7,7.9,9.3,1.8,1.6,1.1,0.9,0.5
Andre Iguodala,GSW,38,31,20,11,19.4,4.0,3.2,3.7,0.9,0.9,0.7,3.7
Andrew Wiggins,GSW,27,73,47,26,31.9,17.2,4.5,2.2,1.5,1.0,0.7,3.6
Anfernee Simons,POR,22,57,25,32,29.5,17.3,2.6,3.9,2.0,0.5,0.1,-1.5
Anthony Davis,LAL,29,40,17,23,35.1,23.2,9.9,3.1,2.1,1.2,2.3,-2.3
Anthony Edwards,MIN,20,72,39,33,34.2,21.3,4.8,3.8,2.6,1.5,0.6,2.6
Anthony Gill,WAS,29,44,15,29,10.5,4.1,1.9,0.6,0.4,0.1,0.3,1.4
Anthony Lamb,HOU,24,2,0,2,3.8,0.0,0.5,1.0,0.0,0.0,0.0,2.5
Armoni Brooks,TOR,23,54,20,34,15.6,5.3,1.9,1.1,0.5,0.5,0.2,-1.5
Arnoldas Kulboka,CHA,24,2,2,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
Austin Reaves,LAL,23,61,28,33,23.2,7.3,3.2,1.8,0.7,0.5,0.3,0.9
Austin Rivers,DEN,29,67,41,26,22.1,6.0,1.7,1.3,0.8,0.8,0.1,0.8
Avery Bradley,LAL,31,62,27,35,22.7,6.4,2.2,0.8,0.6,0.9,0.1,-2.9
Ayo Dosunmu,CHI,22,77,42,35,27.4,8.8,2.8,3.3,1.4,0.8,0.4,-2.6
Bam Adebayo,MIA,24,56,36,20,32.6,19.1,10.1,3.4,2.6,1.4,0.8,5.4
Ben McLemore,POR,29,64,20,44,20.1,10.2,1.6,0.9,0.9,0.6,0.2,-5.5
Bismack Biyombo,PHX,29,36,30,6,14.1,5.8,4.6,0.6,0.7,0.3,0.7,1.4
BJ Johnson,ORL,26,4,2,2,16.1,6.5,3.8,0.0,0.0,0.0,0.3,-3.0
Blake Griffin,BKN,33,56,29,27,17.1,6.4,4.1,1.9,0.6,0.5,0.3,-1.7
Boban Marjanovic,DAL,33,23,15,8,5.6,4.3,1.7,0.1,0.7,0.0,0.1,1.5
Bobby Portis,MIL,27,72,46,26,28.2,14.6,9.1,1.2,1.3,0.7,0.7,4.4
Bogdan Bogdanovic,ATL,29,63,33,30,29.3,15.1,4.0,3.1,1.1,1.1,0.2,3.0
Bojan Bogdanovic,UTA,33,69,45,24,30.9,18.1,4.3,1.7,1.7,0.5,0.0,3.2
Bol Bol,ORL,22,14,5,9,5.8,2.4,1.4,0.4,0.3,0.1,0.1,0.4
Bones Hyland,DEN,21,69,41,28,19.0,10.1,2.7,2.8,1.2,0.6,0.3,0.6
Brad Wanamaker,WAS,32,23,10,13,13.9,3.6,1.7,2.4,1.0,0.3,0.3,-1.9
Bradley Beal,WAS,28,40,17,23,36.0,23.2,4.7,6.6,3.4,0.9,0.4,-2.6
Brandon Boston Jr.,LAC,20,51,26,25,14.9,6.7,2.2,1.0,0.6,0.5,0.3,-0.7
Brandon Clarke,MEM,25,64,44,20,19.5,10.4,5.3,1.3,0.5,0.6,1.1,2.8
Brandon Goodwin,CLE,26,36,19,17,13.9,4.8,1.9,2.5,1.0,0.7,0.0,-1.5
Brandon Ingram,NOP,24,55,29,26,34.0,22.7,5.8,5.6,2.7,0.6,0.5,2.2
Brandon Knight,DAL,30,5,2,3,12.9,6.4,1.6,1.6,0.8,0.2,0.0,-1.2
Brandon Williams,POR,22,24,2,22,26.7,12.9,3.1,3.9,2.4,1.0,0.4,-11.3
Braxton Key,DET,25,11,5,6,17.9,7.2,4.5,1.0,1.0,0.9,1.0,2.5
Brodric Thomas,BOS,25,12,8,4,5.0,1.8,0.8,0.9,0.5,0.1,0.1,0.3
Brook Lopez,MIL,34,13,10,3,23.0,12.4,4.1,0.5,0.9,0.6,1.2,-0.5
Bruce Brown,BKN,25,72,37,35,24.6,9.0,4.8,2.1,0.8,1.1,0.7,-0.6
Bruno Fernando,HOU,23,30,15,15,5.1,2.9,1.8,0.2,0.5,0.0,0.4,-1.1
Bryn Forbes,DEN,28,75,36,39,17.1,8.8,1.2,1.0,0.7,0.3,0.1,0.3
Buddy Hield,IND,29,81,26,55,30.8,15.6,4.4,2.8,1.9,0.9,0.3,-2.0
Cade Cunningham,DET,20,64,20,44,32.6,17.4,5.5,5.6,3.7,1.2,0.7,-4.3
Caleb Martin,MIA,26,60,37,23,22.9,9.2,3.8,1.1,0.9,1.0,0.5,2.6
Cam Reddish,NYK,22,49,20,29,20.7,10.1,2.1,1.0,1.2,1.0,0.3,-4.4
Cam Thomas,BKN,20,67,32,35,17.6,8.5,2.4,1.2,0.8,0.5,0.1,-2.1
Cameron Johnson,PHX,26,66,50,16,26.2,12.5,4.1,1.5,0.7,0.9,0.2,3.3
Cameron McGriff,POR,24,3,0,3,15.3,4.7,5.0,1.0,0.0,0.0,0.3,2.7
Cameron Oliver,ATL,25,2,1,1,21.7,11.5,3.0,1.5,0.0,0.5,0.5,-1.0
Cameron Payne,PHX,27,58,46,12,22.0,10.8,3.0,4.9,1.8,0.7,0.3,2.6
Caris LeVert,CLE,27,58,23,35,30.7,17.0,3.7,4.3,1.9,0.9,0.4,-1.1
Carlik Jones,DEN,24,5,3,2,4.7,0.8,0.6,1.0,0.6,0.2,0.0,-4.0
Carmelo Anthony,LAL,37,69,27,42,26.0,13.3,4.2,1.0,0.9,0.7,0.8,-1.3
Carsen Edwards,DET,24,4,1,3,19.8,5.8,1.5,3.5,1.3,0.5,0.0,-3.0
Cassius Stanley,DET,22,9,3,6,17.2,5.8,2.1,0.4,0.7,0.6,0.2,-1.7
Cassius Winston,WAS,24,7,1,6,5.6,2.0,0.1,1.0,0.4,0.0,0.0,-0.9
Cat Barber,ATL,27,3,0,3,4.3,0.0,1.0,1.0,0.3,0.0,0.0,3.7
Cedi Osman,CLE,27,66,37,29,22.1,10.7,2.2,2.0,1.0,0.8,0.2,-0.9
Chandler Hutchison,PHX,26,6,4,2,3.7,0.7,0.8,0.3,0.7,0.0,0.0,2.5
Charles Bassey,PHI,21,23,11,12,7.3,3.0,2.7,0.3,0.3,0.2,0.7,-1.5
Charlie Brown Jr.,PHI,25,22,16,6,8.1,1.4,1.5,0.3,0.2,0.5,0.2,-1.0
Chaundee Brown Jr.,ATL,23,5,1,4,20.7,6.2,3.2,0.8,0.2,0.4,0.0,-4.0
Cheick Diallo,DET,25,3,0,3,10.2,3.7,4.0,0.0,0.3,0.3,0.0,-11.0
Chimezie Metu,SAC,25,60,23,37,21.3,8.9,5.6,1.0,1.0,0.9,0.5,-2.6
Chris Boucher,TOR,29,80,48,32,21.1,9.4,6.2,0.3,0.5,0.6,0.9,2.4
Chris Chiozza,GSW,26,34,21,13,10.9,2.0,1.1,1.9,0.9,0.4,0.0,-1.4
Chris Duarte,IND,24,55,21,34,28.0,13.1,4.1,2.1,1.6,1.0,0.2,-1.0
Chris Paul,PHX,36,65,53,12,32.9,14.7,4.4,10.8,2.4,1.9,0.3,7.1
Chris Silva,MIA,25,10,7,3,9.1,2.6,3.6,0.7,0.8,0.0,0.1,-2.9
Christian Wood,HOU,26,68,19,49,30.8,17.9,10.1,2.3,1.9,0.8,1.0,-6.0
Chuma Okeke,ORL,23,70,21,49,25.0,8.6,5.0,1.7,0.8,1.4,0.6,-4.5
CJ Elleby,POR,21,58,17,41,20.2,5.8,3.9,1.5,1.0,0.6,0.3,-6.0
CJ McCollum,NOP,30,62,28,34,34.6,22.1,4.3,5.1,2.0,1.1,0.4,-1.1
CJ Miles,BOS,35,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
Clint Capela,ATL,27,74,40,34,27.6,11.1,11.9,1.2,0.6,0.7,1.3,1.7
Coby White,CHI,22,61,32,29,27.5,12.7,3.0,2.9,1.1,0.5,0.2,-0.6
Cody Martin,CHA,26,71,41,30,26.3,7.7,4.0,2.5,0.9,1.2,0.5,-0.4
Cody Zeller,POR,29,27,13,14,13.1,5.2,4.6,0.8,0.7,0.3,0.2,-1.0
Cole Anthony,ORL,21,65,18,47,31.7,16.3,5.4,5.7,2.6,0.7,0.3,-3.6
Collin Sexton,CLE,23,11,7,4,28.8,16.0,3.3,2.1,2.8,0.9,0.0,-2.7
Corey Kispert,WAS,23,77,31,46,23.4,8.2,2.7,1.1,0.6,0.5,0.3,0.5
Cory Joseph,DET,30,65,19,46,24.6,8.0,2.7,3.6,1.3,0.6,0.3,-3.1
Craig Sword,WAS,28,3,1,2,6.3,2.0,0.0,0.3,0.3,1.3,0.0,0.3
D.J. Augustin,LAL,34,55,15,40,16.1,5.3,1.2,1.9,1.0,0.3,0.0,-3.2
D.J. Wilson,TOR,26,4,2,2,13.5,7.5,4.0,1.3,0.5,1.3,0.3,-4.0
Daishen Nix,HOU,20,24,3,21,10.9,3.2,1.4,1.7,1.1,0.6,0.0,-1.9
Dakota Mathias,MEM,26,6,5,1,2.7,1.0,0.3,0.2,0.0,0.2,0.0,-1.8
Dalano Banton,TOR,22,64,37,27,10.9,3.2,1.9,1.5,0.8,0.4,0.2,0.5
Damian Jones,SAC,26,56,19,37,18.2,8.1,4.4,1.2,1.1,0.5,0.8,-3.1
Damian Lillard,POR,31,29,12,17,36.4,24.0,4.1,7.3,2.9,0.6,0.4,-1.0
Damion Lee,GSW,29,63,41,22,19.9,7.4,3.2,1.0,0.6,0.6,0.1,1.5
Damyean Dotson,NYK,27,2,1,1,10.3,2.0,1.0,0.5,0.0,0.0,0.0,1.5
D'Angelo Russell,MIN,26,65,39,26,31.9,18.1,3.3,7.1,2.5,1.0,0.3,3.2
Daniel Gafford,WAS,23,72,30,42,20.1,9.4,5.7,0.9,0.9,0.4,1.4,-2.9
Daniel Oturu,TOR,22,3,1,2,9.1,3.0,1.7,0.0,0.0,0.0,0.7,-8.0
Daniel Theis,BOS,30,47,20,27,20.8,8.2,4.9,0.9,1.0,0.4,0.7,-1.9
Danilo Gallinari,ATL,33,66,35,31,25.3,11.7,4.7,1.5,0.6,0.4,0.2,1.6
Danny Green,PHI,34,62,37,25,21.8,5.9,2.5,1.0,0.7,1.0,0.6,1.3
Danuel House Jr.,UTA,28,42,18,24,17.3,5.9,2.6,1.0,0.8,0.5,0.4,1.5
DaQuan Jeffries,MEM,24,3,3,0,2.9,0.7,0.7,0.3,0.0,0.0,0.0,-1.0
Darius Bazley,OKC,21,69,19,50,27.9,10.8,6.3,1.4,1.3,0.8,1.0,-6.8
Darius Garland,CLE,22,68,37,31,35.7,21.7,3.3,8.6,3.6,1.3,0.1,5.5
Darren Collison,LAL,34,3,1,2,12.4,1.3,1.3,0.7,0.3,0.3,0.0,-4.7
David Duke Jr.,BKN,22,22,10,12,15.5,4.7,3.0,0.8,0.4,0.6,0.3,-0.5
David Johnson,TOR,21,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
David Nwaba,HOU,29,46,6,40,13.2,5.1,3.3,0.8,0.5,0.6,0.4,-2.5
Davion Mitchell,SAC,23,75,28,47,27.7,11.5,2.2,4.2,1.5,0.7,0.3,-3.7
Davis Bertans,DAL,29,56,32,24,14.4,5.6,2.1,0.6,0.3,0.3,0.2,0.5
Davon Reed,DEN,26,48,29,19,13.9,4.4,2.3,1.1,0.3,0.5,0.2,-0.5
Day'Ron Sharpe,BKN,20,32,12,20,12.2,6.2,5.0,0.5,0.9,0.3,0.5,1.8
De'Aaron Fox,SAC,24,59,22,37,35.3,23.2,3.9,5.6,2.8,1.2,0.4,-3.3
Dean Wade,CLE,25,51,27,24,19.2,5.3,2.9,1.0,0.3,0.6,0.1,0.7
Deandre Ayton,PHX,23,58,46,12,29.5,17.2,10.2,1.4,1.6,0.7,0.7,5.9
DeAndre' Bembry,MIL,27,56,31,25,18.3,5.1,2.9,1.2,0.6,0.9,0.4,-0.5
De'Andre Hunter,ATL,24,53,28,25,29.8,13.4,3.3,1.3,1.3,0.7,0.4,0.5
DeAndre Jordan,PHI,33,48,26,22,13.0,4.3,5.5,0.4,0.8,0.3,0.7,-3.1
De'Anthony Melton,MEM,23,73,49,24,22.7,10.8,4.5,2.7,1.5,1.4,0.5,3.0
Deividas Sirvydis,DET,21,3,1,2,8.9,1.0,2.0,0.3,0.0,1.0,0.3,-9.3
DeJon Jarreau,IND,24,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dejounte Murray,SAS,25,68,30,38,34.8,21.1,8.3,9.2,2.6,2.0,0.3,0.7
Delon Wright,ATL,30,77,42,35,18.9,4.4,2.9,2.4,0.6,1.2,0.2,0.8
DeMar DeRozan,CHI,32,76,43,33,36.1,27.9,5.2,4.9,2.4,0.9,0.3,1.0
DeMarcus Cousins,DEN,31,48,33,15,14.9,9.0,5.6,1.5,1.8,0.7,0.4,0.8
Deni Avdija,WAS,21,82,35,47,24.2,8.4,5.2,2.0,1.1,0.7,0.5,-0.8
Dennis Schroder,HOU,28,64,32,32,28.7,13.5,3.3,4.6,2.2,0.8,0.1,-0.5
Dennis Smith Jr.,POR,24,37,15,22,17.3,5.6,2.4,3.6,1.4,1.2,0.3,-3.7
Denzel Valentine,UTA,28,24,14,10,9.2,2.9,1.8,0.5,0.5,0.3,0.0,-1.1
Derrick Favors,OKC,30,39,15,24,16.7,5.3,4.7,0.6,0.2,0.4,0.3,-3.7
Derrick Jones Jr.,CHI,25,51,28,23,17.6,5.6,3.3,0.6,0.6,0.5,0.6,0.8
Derrick Rose,NYK,33,26,11,15,24.5,12.0,3.0,4.0,1.5,0.8,0.5,3.5
Derrick Walton Jr.,DET,27,3,1,2,36.1,6.3,3.3,7.0,3.7,2.3,1.3,-1.0
Derrick White,BOS,27,75,40,35,29.3,13.2,3.5,4.9,1.6,0.9,0.8,2.7
Desmond Bane,MEM,23,76,53,23,29.8,18.2,4.4,2.7,1.5,1.2,0.4,4.8
Devin Booker,PHX,25,68,56,12,34.5,26.8,5.0,4.8,2.4,1.1,0.4,6.9
Devin Cannady,ORL,25,5,2,3,28.9,10.0,1.2,2.0,1.0,1.0,0.6,-2.2
Devin Vassell,SAS,21,71,29,42,27.3,12.3,4.3,1.9,0.8,1.1,0.6,0.5
Devon Dotson,CHI,22,11,5,6,7.7,2.6,0.8,1.4,0.5,0.1,0.0,-0.2
Devontae Cacok,SAS,25,15,5,10,8.1,3.1,2.8,0.4,0.2,0.5,0.5,-0.1
Devonte' Graham,NOP,27,76,34,42,28.4,11.9,2.3,4.2,1.4,0.9,0.2,0.5
Dewayne Dedmon,MIA,32,67,43,24,15.9,6.3,5.8,0.7,1.0,0.4,0.6,0.7
Didi Louzada,POR,22,9,0,9,14.4,3.9,1.9,0.6,0.6,0.2,0.2,-9.0
Dillon Brooks,MEM,26,32,22,10,27.7,18.4,3.2,2.8,1.6,1.1,0.3,6.4
Domantas Sabonis,SAC,26,62,21,41,34.4,18.9,12.1,5.2,3.1,1.0,0.4,-0.2
Donovan Mitchell,UTA,25,67,41,26,33.8,25.9,4.2,5.3,3.0,1.5,0.2,4.1
Donte DiVincenzo,SAC,25,42,21,21,23.9,9.0,4.0,2.8,1.7,1.1,0.2,-1.8
Dorian Finney-Smith,DAL,29,80,51,29,33.0,11.0,4.7,1.9,1.0,1.1,0.5,3.0
Doug McDermott,SAS,30,51,21,30,24.0,11.3,2.3,1.3,0.8,0.3,0.1,-0.7
Draymond Green,GSW,32,46,34,12,28.9,7.5,7.3,7.0,3.0,1.3,1.1,4.2
Drew Eubanks,POR,25,71,19,52,17.5,7.7,5.4,1.2,1.1,0.4,0.6,-4.6
Duane Washington Jr.,IND,22,48,12,36,20.2,9.9,1.7,1.8,1.2,0.5,0.1,-2.6
Duncan Robinson,MIA,28,79,52,27,25.9,10.9,2.6,1.6,0.8,0.5,0.2,1.3
Dwight Howard,LAL,36,60,21,39,16.2,6.2,5.9,0.6,0.8,0.6,0.6,-2.1
Dwight Powell,DAL,30,82,52,30,21.9,8.7,4.9,1.2,0.8,0.5,0.5,0.9
Dylan Windler,CLE,25,50,28,22,9.2,2.2,1.8,0.7,0.3,0.3,0.1,-0.2
Ed Davis,CLE,32,31,15,16,6.5,0.9,2.1,0.2,0.2,0.1,0.3,0.5
Elfrid Payton,PHX,28,50,39,11,11.0,3.0,1.8,2.0,0.9,0.5,0.1,-0.9
Elijah Hughes,POR,24,36,15,21,12.1,3.5,1.6,0.6,0.5,0.4,0.2,-6.4
Emanuel Terry,PHX,25,3,2,1,6.1,0.0,5.0,0.7,1.7,0.3,0.0,-6.3
Emmanuel Mudiay,SAC,26,2,0,2,5.5,1.5,0.0,2.0,0.5,0.5,0.0,-3.5
Enes Freedom,BOS,29,35,20,15,11.8,3.7,4.6,0.2,0.6,0.1,0.4,2.0
Eric Bledsoe,POR,32,54,27,27,25.2,9.9,3.4,4.2,2.1,1.3,0.4,-0.7
Eric Gordon,HOU,33,57,19,38,29.3,13.4,2.0,2.7,1.9,0.5,0.3,-3.1
Eric Paschall,UTA,25,58,36,22,12.7,5.8,1.8,0.6,0.5,0.2,0.1,-0.5
Eugene Omoruyi,DAL,25,4,1,3,4.5,1.8,1.8,0.5,0.0,0.0,0.0,0.8
Evan Fournier,NYK,29,80,36,44,29.5,14.1,2.6,2.1,1.3,1.0,0.3,-1.2
Evan Mobley,CLE,20,69,40,29,33.8,15.0,8.3,2.5,1.9,0.8,1.7,1.4
Facundo Campazzo,DEN,31,65,38,27,18.2,5.1,1.8,3.4,1.0,1.0,0.4,-3.3
Feron Hunt,NYK,22,2,2,0,4.2,0.0,0.5,0.5,0.5,0.5,0.0,-0.5
Frank Jackson,DET,24,53,9,44,22.0,10.6,1.6,1.0,0.7,0.5,0.2,-3.5
Frank Kaminsky,PHX,29,9,8,1,20.1,10.6,4.6,1.4,0.6,0.9,0.8,4.3
Frank Ntilikina,DAL,23,58,34,24,11.8,4.1,1.4,1.2,0.5,0.5,0.1,1.1
Franz Wagner,ORL,20,79,21,58,30.7,15.2,4.5,2.9,1.5,0.9,0.4,-3.1
Fred VanVleet,TOR,28,65,39,26,37.9,20.3,4.4,6.7,2.6,1.7,0.5,3.3
Freddie Gillespie,ORL,24,9,1,8,13.2,2.3,4.0,0.6,0.6,0.3,1.0,-3.2
Furkan Korkmaz,PHI,24,67,44,23,21.1,7.6,2.6,1.9,0.7,0.5,0.1,0.5
Gabe Vincent,MIA,25,68,47,21,23.4,8.7,1.9,3.1,1.4,0.9,0.2,1.5
Gabe York,IND,28,2,0,2,10.7,4.0,1.0,2.0,0.5,1.0,0.5,-2.0
Gabriel Deck,OKC,27,7,2,5,7.9,2.6,0.9,0.7,0.3,0.1,0.0,-2.0
Gabriel Lundberg,PHX,27,4,1,3,11.1,3.3,1.8,2.8,0.8,0.8,0.0,4.8
Garrett Temple,NOP,35,59,23,36,18.6,5.2,2.4,1.3,0.7,0.7,0.4,-5.5
Garrison Mathews,HOU,25,65,19,46,26.3,10.0,2.9,1.0,0.6,0.9,0.4,-3.4
Gary Clark,NOP,27,38,20,18,10.0,2.7,2.4,0.5,0.3,0.3,0.2,-0.5
Gary Harris,ORL,27,61,16,45,28.4,11.1,2.0,1.8,1.0,1.0,0.1,-3.4
Gary Payton II,GSW,29,71,47,24,17.6,7.1,3.5,0.9,0.6,1.4,0.3,2.5
Gary Trent Jr.,TOR,23,70,44,26,35.0,18.3,2.7,2.0,1.0,1.7,0.3,2.4
George Hill,MIL,36,54,36,18,23.2,6.2,2.9,2.2,0.8,0.8,0.1,5.8
George King,DAL,28,4,2,2,4.8,0.3,1.3,0.0,0.3,0.0,0.0,-6.8
Georges Niang,PHI,28,76,48,28,22.8,9.2,2.7,1.3,0.8,0.4,0.2,0.9
Georgios Kalaitzakis,OKC,23,13,8,5,16.4,6.6,1.6,0.9,1.5,0.8,0.2,-10.3
Giannis Antetokounmpo,MIL,27,67,45,22,32.9,29.9,11.6,5.8,3.3,1.1,1.4,5.9
Goga Bitadze,IND,22,50,17,33,14.6,7.0,3.5,1.1,0.9,0.4,0.8,-0.6
Goran Dragic,BKN,35,21,10,11,23.7,7.5,3.1,4.1,1.6,0.9,0.2,0.3
Gordon Hayward,CHA,32,49,26,23,31.9,15.9,4.6,3.6,1.7,1.0,0.4,-0.4
Gorgui Dieng,ATL,32,44,23,21,8.4,3.5,2.8,0.8,0.5,0.3,0.3,-1.4
Grant Williams,BOS,23,77,49,28,24.4,7.8,3.6,1.0,0.8,0.5,0.7,1.9
Grayson Allen,MIL,26,66,43,23,27.3,11.1,3.4,1.5,0.7,0.7,0.3,3.5
Greg Brown III,POR,20,48,14,34,13.3,4.7,2.8,0.7,0.8,0.5,0.5,-5.0
Greg Monroe,MIN,31,14,7,7,13.9,5.4,4.6,1.6,0.9,0.6,0.7,0.4
Hamidou Diallo,DET,23,58,14,44,21.9,11.0,4.8,1.3,1.0,1.2,0.3,-3.6
Harrison Barnes,SAC,29,77,27,50,33.6,16.4,5.6,2.4,1.5,0.7,0.2,-4.9
Hassan Whiteside,UTA,32,65,40,25,17.9,8.2,7.6,0.4,0.8,0.3,1.6,3.5
Hassani Gravett,ORL,25,8,2,6,21.4,6.3,2.6,2.5,1.1,0.6,0.1,-0.3
Haywood Highsmith,MIA,25,19,13,6,8.6,2.3,1.4,0.3,0.2,0.1,0.2,-1.9
Herbert Jones,NOP,23,78,36,42,29.9,9.5,3.8,2.1,1.3,1.7,0.8,0.9
Ignas Brazdeikis,ORL,23,42,9,33,12.8,5.0,1.7,0.9,0.4,0.2,0.1,-4.1
Immanuel Quickley,NYK,22,78,35,43,23.1,11.3,3.2,3.5,1.3,0.7,0.0,3.4
Isaac Bonga,TOR,22,15,9,6,4.6,0.8,0.5,0.3,0.1,0.5,0.1,-2.1
Isaac Okoro,CLE,21,67,34,33,29.6,8.8,3.0,1.8,0.9,0.8,0.3,1.5
Isaiah Hartenstein,LAC,24,68,37,31,17.9,8.3,4.9,2.4,1.2,0.7,1.1,2.5
Isaiah Jackson,IND,20,36,9,27,15.0,8.3,4.1,0.3,1.1,0.7,1.4,-1.1
Isaiah Joe,PHI,22,55,35,20,11.1,3.6,1.0,0.6,0.3,0.3,0.1,0.4
Isaiah Livers,DET,23,19,8,11,20.2,6.4,3.0,1.1,0.8,0.7,0.4,-0.5
Isaiah Roby,OKC,24,45,10,35,21.1,10.1,4.8,1.6,1.0,0.8,0.8,-4.1
Isaiah Stewart,DET,20,71,21,50,25.6,8.3,8.7,1.2,1.2,0.3,1.1,-5.2
Isaiah Thomas,CHA,33,22,12,10,15.2,8.4,1.3,1.5,0.7,0.3,0.2,-0.5
Isaiah Todd,WAS,20,12,1,11,6.2,1.7,1.0,0.3,0.3,0.3,0.2,-2.0
Ish Smith,WAS,33,65,27,38,17.3,6.3,2.2,3.8,1.2,0.7,0.4,-2.4
Ish Wainright,PHX,27,45,36,9,8.0,2.4,1.2,0.3,0.3,0.4,0.1,0.9
Ivica Zubac,LAC,25,76,40,36,24.4,10.3,8.5,1.6,1.5,0.5,1.0,-1.7
Ja Morant,MEM,22,57,36,21,33.1,27.4,5.7,6.7,3.4,1.2,0.4,3.3
Jabari Parker,BOS,27,12,4,8,9.4,4.4,2.3,0.5,0.7,0.3,0.1,-0.6
Jaden McDaniels,MIN,21,70,40,30,25.8,9.2,4.2,1.1,1.1,0.7,0.8,0.0
Jaden Springer,PHI,19,2,2,0,2.8,1.0,1.0,0.0,0.5,0.0,1.0,-4.0
Jae Crowder,PHX,31,67,54,13,28.1,9.4,5.3,1.9,0.8,1.4,0.4,5.9
Jae'Sean Tate,HOU,26,78,19,59,26.4,11.8,5.4,2.8,1.8,0.9,0.5,-5.2
Jahmi'us Ramsey,SAC,20,19,2,17,7.0,3.2,0.7,0.4,0.3,0.1,0.1,-1.1
Jaime Echenique,WAS,25,1,1,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Jake Layman,MIN,28,34,20,14,6.8,2.4,1.1,0.3,0.3,0.2,0.1,-0.3
Jakob Poeltl,SAS,26,68,30,38,29.0,13.5,9.3,2.8,1.6,0.7,1.7,1.7
Jalen Brunson,DAL,25,79,50,29,31.9,16.3,3.9,4.8,1.6,0.8,0.0,2.9
Jalen Green,HOU,20,67,12,55,31.9,17.3,3.4,2.6,2.0,0.7,0.3,-7.7
Jalen Johnson,ATL,20,22,14,8,5.5,2.4,1.2,0.1,0.4,0.1,0.1,-0.9
Jalen McDaniels,CHA,24,55,34,21,16.3,6.2,3.1,1.1,0.7,0.5,0.4,0.8
Jalen Smith,IND,22,51,29,22,18.1,9.2,6.0,0.5,0.8,0.3,0.8,0.6
Jalen Suggs,ORL,20,48,16,32,27.2,11.8,3.6,4.4,3.0,1.2,0.4,-4.3
James Bouknight,CHA,21,31,15,16,9.8,4.6,1.7,0.8,0.5,0.2,0.0,-1.6
James Ennis III,DEN,31,7,3,4,7.9,4.1,1.7,0.4,0.3,0.3,0.3,0.0
James Harden,PHI,32,65,40,25,37.2,22.0,7.7,10.3,4.4,1.3,0.6,2.7
James Johnson,BKN,35,62,30,32,19.2,5.5,3.5,2.1,0.8,0.5,0.5,-1.0
Jamorko Pickett,DET,24,13,4,9,13.6,3.8,2.5,0.5,0.4,0.0,0.5,0.0
JaMychal Green,DEN,31,67,36,31,16.2,6.4,4.2,0.9,0.9,0.6,0.4,-1.3
JaQuori McLaughlin,DAL,24,4,2,2,2.7,0.0,0.0,0.5,0.0,0.0,0.0,-2.3
Jared Butler,UTA,21,42,31,11,8.6,3.8,1.1,1.5,0.8,0.4,0.2,-0.3
Jared Harper,NOP,24,5,2,3,8.6,7.4,0.4,2.8,0.4,0.8,0.2,1.4
Jaren Jackson Jr.,MEM,22,78,53,25,27.3,16.3,5.8,1.1,1.7,0.9,2.3,4.6
